1.0	78.16125067085903
2.0	15.793311136652093
3.0	5.915542205710334
4.0	5.843146812150144
5.0	4.283901838221003
6.0	3.8760570868230455
7.0	3.8669261018590966
8.0	3.7200461565561014
9.0	3.7199228562927256
10.0	3.6745431117864196
11.0	3.6742033339394435
12.0	3.629831418176148
13.0	3.6275480585432542
14.0	3.6071652022173684
15.0	3.5876949009357326
16.0	3.5631164421806365
17.0	3.514688418516422
18.0	3.473519048579981
19.0	3.3601968230959525
20.0	3.3577494376695323
21.0	3.032389796542096
22.0	2.8613457715689687
23.0	2.7248599237278452
24.0	2.4354841555337208
25.0	2.103464142470628
26.0	1.234967250161256
27.0	1.1763615211373677
28.0	0.8372031358457778
29.0	0.8366322128513749
30.0	0.5813642992286171
31.0	0.49187201505709927
32.0	0.4429274866309735
33.0	0.35241425218409217
34.0	0.27358987306860283
35.0	0.1629477204953274
36.0	0.15968297445666288
37.0	0.122456908808184
38.0	0.12242821691682582
39.0	0.08575207432813625
40.0	0.07809014681685753
41.0	0.06119475233176546
42.0	0.040548346108531225
43.0	0.03930037763558564
44.0	0.027730680346664822
45.0	0.027696314318462197
46.0	0.01456752324810727
47.0	0.011370146493201675
48.0	0.01051544347139858
49.0	0.008134711931480607
50.0	0.007677134424771497
51.0	0.00408886380376291
52.0	0.0034784847422489997
53.0	0.0028866649655088345
54.0	0.0022523679549773584
55.0	0.0020684418757617746
56.0	0.0012373893996303156
57.0	0.0011663139781420294
58.0	0.0009655574196827475
59.0	0.0006238158144595448
60.0	0.0005831949398138969
61.0	0.0003554585545361891
62.0	0.0003553730149426685
63.0	0.00022199862462035308
64.0	0.00017163625186642533
65.0	0.00016012200082931303
66.0	0.00011245947652288288
67.0	0.00011229562090343992
68.0	7.288101057310306e-5
69.0	6.022276523067338e-5
70.0	5.067917262947674e-5
71.0	2.911593174496193e-5
72.0	2.9058217563279348e-5
73.0	1.787989210762659e-5
74.0	1.2780836858180387e-5
75.0	1.2060081308953492e-5
76.0	6.094044859414097e-6
77.0	5.7406869013648185e-6
78.0	3.6758503159329866e-6
79.0	3.238771956029411e-6
80.0	2.7142188330161307e-6
81.0	1.5561116779556828e-6
82.0	1.3895587637562855e-6
83.0	1.0226450679877781e-6
84.0	7.897959469910586e-7
